day,winter,relative_latitude,relative_longitude,s0,s1,s2,s3,s4,label
-2.415608363,-0.05374739,-0.616444687,-0.605462119,-3.098212062,2.024172528,0.265678367,0.925320966,0.282201312,0
-0.690656194,-0.05374739,0.577224369,-0.375640875,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.683970333,-0.05374739,-0.087610857,0.644301895,0.987358582,0.142381494,0.033194529,0.027535367,-1.288018312,0
-2.662985225,-0.05374739,-0.27970271,-0.669396965,-1.627195202,-0.575731748,-0.849193199,1.593798307,1.607212302,0
-0.683970333,-0.05374739,-0.198359201,2.912602115,0.303019227,-1.422018864,1.853032803,0.468015125,-1.238640027,0
-2.482466974,-0.05374739,0.484824407,1.134321931,-0.612372701,0.04447804,-0.334248989,0.49731571,0.49293691,0
-2.074629446,-0.05374739,0.335929895,-0.681154992,-1.607908056,0.444935642,-0.428502764,-0.259982065,2.223630154,0
-3.645806809,18.60555473,1.509136093,3.185510039,-3.135306884,3.035362694,0.212604962,-0.931654311,1.451061702,0
-0.690656194,-0.05374739,-1.3763584,-0.503270852,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-4.876005255,-0.05374739,1.175786819,0.737781632,-0.270387001,-0.407882909,-1.845637036,1.856179846,0.546543059,0
-2.308634585,-0.05374739,1.448315776,3.185773021,1.766020018,-2.517564072,-0.712928474,-0.052144136,1.406066034,0
-0.670598611,-0.05374739,0.788462969,-0.4416972,0.450983618,0.54026058,0.392738328,-0.685634092,-0.774980524,0
-0.650541027,-0.05374739,-0.8171544,-0.291251277,0.043437681,-0.929473815,-0.795659223,-0.348371427,2.088257653,0
-0.657226889,-0.05374739,-0.409813879,-0.466023351,0.408567876,-0.426692176,0.779863901,0.564210332,-1.402731624,0
-0.643855166,-0.05374739,-1.65195875,-0.616989596,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.66391275,-0.05374739,-0.137638504,-0.518513914,0.972382851,0.846627609,0.928061506,-1.423953936,-1.289909098,0
-0.911289611,-0.05374739,-0.093586674,-0.634208193,-0.852256629,0.598466988,0.099990608,0.033232124,0.198613031,0
-0.637169305,-0.05374739,-0.10737076,-0.650346662,-1.032414878,1.189973177,-2.064122099,1.546915268,0.251185286,0
-0.643855166,-0.05374739,-1.432552686,-0.568707443,-0.060506496,0.115311204,-1.161957034,-0.513532881,1.708508974,0
-16.80358149,-0.05374739,-1.523529902,-0.49032976,0.919314928,0.028882239,-0.56231773,-0.443667535,0.082069187,0
-0.637169305,-0.05374739,1.841852567,0.535372518,-2.075472913,0.529030873,0.266109049,1.087680361,0.522898576,0
-0.630483444,-0.05374739,-0.00786408,-0.550691441,0.709432769,0.404849446,-0.049629065,-0.999313142,-0.195125576,0
-0.657226889,-0.05374739,-1.80413933,-0.666303935,-0.082230018,0.520111329,0.596066033,-0.450141003,-0.506207077,0
-4.876005255,-0.05374739,0.348052707,1.444047984,-0.222659583,-0.740038335,0.245573873,0.356731348,0.312453201,0
-0.630483444,-0.05374739,-1.762450326,-0.51012318,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.630483444,-0.05374739,-1.762440504,-0.510130935,-0.644368914,-1.289167759,1.118891828,0.428085531,0.568666626,0
-0.630483444,-0.05374739,0.79498319,-0.471370408,-0.232266496,-1.546295665,0.929321776,0.739200859,0.097010806,0
-5.08326695,-0.05374739,0.466485847,1.125500414,0.982549606,-1.357261201,-0.612613293,0.308978704,0.429883234,0
-0.643855166,-0.05374739,-0.9363831,-0.641334078,-0.184539955,0.161356465,-0.782910063,-1.537072273,2.532070064,0
-0.617111722,-0.05374739,-1.711173917,-0.607496172,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-2.194974946,-0.05374739,-0.280363571,-0.423059348,1.23814635,-1.05339516,0.142787991,0.783660532,-1.334115608,0
-0.610425861,-0.05374739,-1.196246243,-0.510853606,0.215459322,-0.370611332,0.412687809,-0.77596163,0.670443809,0
-0.610425861,-0.05374739,-1.833934228,-0.679892962,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.610425861,-0.05374739,-1.913464927,-0.666198883,-1.630315925,-1.363246436,1.75993548,1.08871592,0.537553006,0
-0.60374,-0.05374739,-0.087610857,0.644301895,0.65311407,0.649308537,0.132597264,-0.475745345,-1.092479404,0
-0.60374,-0.05374739,1.377578325,0.810163616,-0.476088744,0.641230745,0.232857063,0.554762834,-0.867754941,0
-0.60374,-0.05374739,-0.854611645,-0.651578375,-1.389055334,0.239776715,0.641252739,0.654272878,0.077699259,0
-0.60374,-0.05374739,-0.800806844,-0.601968623,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.590368277,-0.05374739,-0.796556844,-0.608303448,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-19.53141283,-0.05374739,1.040373323,1.180512922,0.06324771,-0.049928541,0.259883055,-0.647597075,0.444025324,0
-0.576996555,-0.05374739,-0.056471786,-0.500304025,-0.136220717,-1.176542316,0.714774638,-1.526876669,2.388990465,0
-0.576996555,-0.05374739,-0.731102077,-0.270382665,0.592390113,-0.364428119,0.423582593,-0.332416389,-0.321963182,0
-0.570310694,-0.05374739,0.554136305,-0.481032338,0.133916798,-0.585726155,-0.088321085,0.181019541,0.228706856,0
-0.570310694,-0.05374739,-0.18805902,3.135273503,-0.267890614,0.546787563,1.687945555,-1.033677796,-0.783203117,0
-0.556938972,-0.05374739,-1.774912689,-0.671947111,-1.700748237,-0.796142322,0.754055937,2.170633573,-0.310035533,0
-0.556938972,-0.05374739,0.761959752,-0.517849058,-1.108426524,-0.866147914,0.265042067,0.430189364,1.436223794,0
-0.523509666,-0.05374739,1.311349044,-0.405151923,-1.841763964,-1.141290105,1.880164687,0.901987766,0.476252974,0
-0.523509666,-0.05374739,0.775982366,-0.515947552,-1.180119941,-0.963162821,-0.539767568,0.520755196,2.40841583,0
-25.41497062,18.60555473,-0.299428938,1.114832385,0.758195473,-0.729126092,-0.593910702,-0.355876301,0.873464566,0
-0.516823805,-0.05374739,0.781603197,-0.485194216,-1.17365726,-0.165012245,0.381458686,-0.397336008,1.625121101,0
-2.408922502,-0.05374739,0.272142014,1.030573926,0.508458452,-2.041789397,-1.386015594,0.103539392,2.813374069,0
-0.563624833,-0.05374739,-1.426442171,-0.443461221,1.175217743,-1.164659896,0.092719996,-0.072208098,-0.176052421,0
-0.510137944,-0.05374739,0.561351062,-0.669424462,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-2.288577002,-0.05374739,-0.275294159,-0.661224089,-1.627195202,-0.575731748,-0.849193199,1.593798307,1.607212302,0
-2.843503475,-0.05374739,-0.042725584,-0.646227087,-0.903855104,-0.405433598,0.527233041,0.119213461,0.86743615,0
-5.243727617,-0.05374739,-0.82030577,3.062154042,0.952368921,0.113168894,-0.475679655,0.584389393,-1.342164235,0
-2.502524558,-0.05374739,1.386544155,1.831499554,-0.351145639,0.936327893,-0.977390982,-0.337209893,0.727625495,0
-2.235090113,-0.05374739,-0.264988366,-0.432571104,-1.879299502,-0.433488665,0.825801589,1.34088003,0.419209792,0
-0.510137944,-0.05374739,-0.431829972,2.926068465,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.510137944,-0.05374739,-0.146400884,-0.496389618,-0.953577065,-0.790513807,-0.912111346,0.491173896,2.245026121,0
-2.194974946,-0.05374739,1.901515324,1.628599025,0.476744442,-0.110433314,-1.843281926,1.965336398,-0.838528093,0
-2.763273141,-0.05374739,0.017954423,-0.349255289,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.617111722,-0.05374739,-0.300385855,-0.605780799,1.268924095,0.430549852,-0.475196721,-0.540346618,-0.921555416,0
-0.510137944,-0.05374739,0.123042649,-0.497193368,-1.14679281,-0.79610128,-0.170318532,1.075631339,1.111780496,0
-0.556938972,-0.05374739,2.715298381,-0.616629319,-0.004466901,-0.199064571,0.702013962,0.149637837,-0.633896521,0
-2.382179058,-0.05374739,0.353575321,1.450764943,1.787862765,-1.954791045,-1.704825682,1.749785686,-0.401664543,0
-0.510137944,-0.05374739,0.688926823,-0.500259607,-0.316194312,-0.983513417,1.900985948,-1.635662495,1.357053843,0
-0.510137944,-0.05374739,1.171604168,3.133306429,0.2825906,-0.26909647,1.929916252,-0.469372484,-1.458812016,0
-8.526485427,18.60555473,0.807583057,1.141703747,-0.510178801,-0.180502278,-0.872962386,1.055462957,0.534333336,0
-0.503452083,-0.05374739,-0.096102438,-0.594736276,0.486515708,0.553861694,-2.163458748,0.501621863,0.302111801,0
-0.503452083,-0.05374739,-0.765494944,-0.322684982,-0.73837297,-1.746922545,-0.950579208,1.342607034,2.088737112,0
-4.909434561,-0.05374739,1.326920684,2.682335988,-0.071808057,-1.435081914,-0.843592537,0.011654829,2.37802637,0
-2.495838697,-0.05374739,1.613016247,3.222122296,-0.67236815,-0.950969061,-0.910335576,0.514915624,2.077974895,0
-0.523509666,-0.05374739,-0.324517828,-0.483195415,-0.807805101,-0.434016423,-0.109388199,0.624435781,0.790089884,0
-2.355435613,-0.05374739,2.77895437,-0.491453601,0.863252042,0.02511507,-1.468729427,0.344160054,0.025039459,0
-0.503452083,-0.05374739,-0.043355577,-0.504020314,1.087082475,0.608303894,0.779683657,-1.133882825,-1.472352727,0
-0.583682416,-0.05374739,0.003127831,-0.555038745,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.503452083,-0.05374739,-0.133053163,3.043005033,0.860549283,-0.068974386,-0.11794326,-0.00552469,-0.82357596,0
-2.917047947,-0.05374739,0.510116746,0.461313938,0.434725624,0.192769368,-1.80487671,0.612224704,0.358166695,0
-0.516823805,-0.05374739,2.688078178,-0.247439106,1.332331713,-0.545348055,0.657296023,-0.349225945,-1.28044016,0
-0.503452083,-0.05374739,2.660385129,-0.670116815,-0.761223149,-0.527912152,0.428392109,-0.033372799,1.108176044,0
-0.690656194,-0.05374739,-0.998091582,-0.633746389,-0.121828001,-0.997231509,0.924899888,-1.661182208,2.314581365,0
-5.183554867,-0.05374739,-0.209495632,-0.332616239,0.643990003,-0.980357174,-0.406758931,-0.592718421,1.309039474,0
-0.496766222,-0.05374739,-1.012358336,-0.608837872,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.543567249,-0.05374739,-0.183649066,-0.424279075,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.463336916,-0.05374739,0.419850904,-0.612217855,0.590008528,0.206023615,-0.498499077,0.108139735,-0.519240321,0
-0.449965194,-0.05374739,-0.663184863,-0.578273487,0.780116959,-0.271788325,1.131257708,-0.858698902,-0.806554964,0
-0.449965194,-0.05374739,-0.972442854,2.716807025,0.220644321,-0.412325008,1.237547392,-0.472706476,-0.49376398,0
-0.449965194,-0.05374739,0.790830004,-0.100353426,0.235873524,0.762570083,1.275293755,-2.003158663,-0.020796099,0
-0.443279333,-0.05374739,-0.492592762,-0.349948348,0.446824661,0.38702907,1.089136381,-1.377500275,-0.434602469,0
-2.602812474,-0.05374739,-0.387075187,1.114051901,0.282265521,-1.076198863,-0.471344162,-0.118312561,1.427026319,0
-0.443279333,-0.05374739,-0.070219392,-0.515067657,0.621142254,-0.743390927,0.009669377,0.362857059,-0.385957711,0
-0.443279333,-0.05374739,-0.03411053,2.953985408,0.17720712,-0.336764848,1.38859592,-0.822788221,-0.239706043,0
-0.443279333,-0.05374739,0.13659382,-0.101439194,0.283571693,2.995770898,-0.23433742,-1.445788382,-1.719316894,0
-0.436593472,-0.05374739,-1.662580242,-0.611925262,0.362923005,-0.99358837,0.96334878,-0.667434143,0.367050266,0
-0.436593472,-0.05374739,0.163153162,-0.468136369,-0.19601613,1.354136252,-0.331826957,1.266718024,-2.301874846,0
-0.436593472,-0.05374739,-0.80036206,-0.531020699,-0.958740069,-1.217440217,1.975876209,-0.714211024,1.308519773,0
-0.436593472,-0.05374739,0.512440285,-0.44890487,0.298265381,-0.5452431,-0.669268867,0.028981656,0.794247444,0
-0.436593472,-0.05374739,-0.940252859,-0.389875723,-0.738884616,-0.055141395,0.643132201,-0.261556931,0.574073113,0
-0.42990761,-0.05374739,0.800314982,0.743522809,1.338236524,-1.38809301,0.506423342,-0.692870413,0.169924344,0
-0.42990761,-0.05374739,-1.961427206,-0.534371776,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.463336916,-0.05374739,2.124452999,-0.309473858,-0.651511079,0.323863991,1.169461656,-0.932192962,0.333267909,0
-0.423221749,-0.05374739,0.542708029,-0.511142674,-0.497260055,0.8199763,-1.51652517,1.69137505,-0.609651662,0
-0.423221749,-0.05374739,-0.115853923,-0.43291164,-0.400166438,0.912286732,-1.437981304,1.891788879,-1.189473369,0
-0.42990761,-0.05374739,2.901932162,-0.625966223,-1.354563213,0.389578363,0.329411838,-0.804452831,1.7338124,0
-0.423221749,-0.05374739,-0.046251582,0.679503358,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.423221749,-0.05374739,-0.131570082,-0.334016457,0.780129531,0.578528167,0.361130369,-0.340673817,-1.608985625,0
-0.423221749,-0.05374739,0.185754349,-0.421740915,0.907028986,0.351244897,0.336180616,-0.611620792,-1.251085896,0
-0.423221749,-0.05374739,0.001439898,-0.393467925,-0.690063056,1.042289341,3.080508473,-1.158515643,-1.99068703,0
-0.42990761,-0.05374739,0.117385336,0.889717314,0.085329504,-1.090492988,1.214162966,-0.702106274,0.554903392,0
-0.416535888,-0.05374739,-0.022317447,-0.497926615,-0.133675158,1.798962502,1.366264857,-1.292807028,-1.705448897,0
-0.416535888,-0.05374739,0.254897875,-0.308420521,1.514392059,-0.60595489,0.962970326,-0.272408001,-1.803456838,0
-0.416535888,-0.05374739,-0.341516424,2.825643335,-0.564349214,-1.574322526,-0.459763478,0.317936308,2.373012502,0
-0.416535888,-0.05374739,0.463949037,-0.480001563,-1.883103695,-0.543243622,1.659418553,1.392034471,-0.411709531,0
-0.409850027,-0.05374739,-0.191239855,-0.533756272,0.594540302,1.258810479,1.139839815,-1.436380253,-1.478141127,0
-0.409850027,-0.05374739,-0.189633302,-0.323841255,0.788741125,-2.149276839,5.373732771,-1.770661429,-1.778872314,0
-0.409850027,-0.05374739,0.54971653,-0.448338719,0.583739448,-0.671033295,-1.198003223,1.358145493,-0.343670902,0
-0.409850027,-0.05374739,0.709708186,-0.559829523,-1.240910831,-0.694935002,1.265718112,0.075211729,0.896720015,0
-0.409850027,-0.05374739,0.256061047,-0.311483234,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.409850027,-0.05374739,-1.68383445,-0.623781995,-0.158222536,-0.37659277,0.444848252,0.183729384,-0.059330632,0
-0.42990761,-0.05374739,-0.659691136,-0.354331609,-0.850043481,3.462270481,0.116978546,-0.479487526,-2.220112891,0
-0.403164166,-0.05374739,-0.546387741,-0.429749516,0.118363114,1.034509724,1.305716274,-0.907014479,-1.488649946,0
-0.403164166,-0.05374739,-0.096871339,-0.542474147,0.591146144,-0.562552442,0.346902612,-0.132686038,-0.226741572,0
-0.403164166,-0.05374739,0.148684361,0.912330911,0.431146532,-0.434981901,0.071168681,0.260134902,-0.427654754,0
-0.403164166,-0.05374739,-1.670854342,-0.609308841,0.835553856,-0.398479722,0.725358441,-3.051893276,2.135074712,0
-0.403164166,-0.05374739,-0.087582795,0.644301895,-1.029574046,0.844989007,0.46449411,0.105568893,-0.248302329,0
-0.403164166,-0.05374739,1.873176848,1.766203972,-0.308211277,-0.06511302,0.479849679,-0.718197177,0.674038129,0
-0.396478305,-0.05374739,-0.182278234,-0.402802009,-1.457402808,2.473628006,-0.119001879,-0.438036888,-0.231165387,0
-0.403164166,-0.05374739,0.715024544,-0.563831355,-0.897239886,-0.748585701,-0.436423874,-1.535652597,3.938160527,0
-0.409850027,-0.05374739,1.002558287,-0.110744372,0.974262852,0.372230284,0.68141786,-0.960969051,-1.099232363,0
-0.456651055,-0.05374739,1.456335914,-0.621260051,2.425938791,-0.361327202,-0.434005879,-0.462997842,-1.478019064,0
-0.456651055,-0.05374739,1.515970609,-0.638452561,2.544463766,-0.333594322,-0.629308215,-0.416254737,-1.51338301,0
-0.396478305,-0.05374739,0.364833822,-0.442143493,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.383106583,-0.05374739,-1.949949821,-0.591555116,0.716763534,-0.662989369,-0.47880326,-0.413950115,0.675374277,0
-0.376420721,-0.05374739,-0.139125793,-0.47899335,-0.336713552,-0.443312125,0.758880266,-0.098796636,0.250262021,0
-0.376420721,-0.05374739,-0.462740337,-0.651141247,-0.304652946,-1.818995777,-0.133400658,0.251703807,2.084681399,0
-0.563624833,-0.05374739,0.122255508,-0.394382368,-0.87535004,-0.269461597,0.770702549,0.445202331,0.095485409,0
-0.36973486,-0.05374739,-0.58252186,-0.351057383,-0.172628164,-0.036644461,1.28821126,-1.073570457,0.260436073,0
-0.36973486,-0.05374739,-1.796169703,-0.671658043,-0.318219219,0.009158933,0.469480238,-0.158061877,-0.016250997,0
-0.36973486,-0.05374739,-1.83510161,-0.681637948,-0.344198569,0.034269204,0.546147317,-0.153624606,-0.089856375,0
-0.36973486,-0.05374739,-0.784011698,-0.477916041,1.211974774,-0.563845802,1.127370147,-2.121480218,0.411842431,0
-0.36973486,-0.05374739,0.52894078,-0.488133547,-1.388707224,-0.666160166,1.953840261,-0.502354226,0.971250844,0
-0.483394499,-0.05374739,0.06459077,-0.16901207,1.723978407,0.011981417,-0.918258543,-1.458318421,0.528737828,0
-0.363048999,-0.05374739,-0.372398727,-0.467764811,0.848503444,0.861135336,-0.441978662,-0.84004097,-0.468734551,0
-0.363048999,-0.05374739,1.745786296,0.325383472,0.686655431,0.215567782,0.495996656,-0.379481909,-1.080050837,0
-0.36973486,-0.05374739,-1.588476746,-0.619388158,-0.176405419,-1.089440184,-0.028580492,0.516140698,0.785623103,0
-0.363048999,-0.05374739,1.426186031,0.031143721,0.130472391,-2.074350748,1.439847156,-1.105339276,1.883494506,0
-0.36973486,-0.05374739,-0.409853165,-0.369774904,0.915072031,0.12730667,-0.552311948,-0.468801393,-0.201304231,0
-0.363048999,-0.05374739,1.426731838,0.031217046,-0.764712544,-0.367778904,0.476666749,1.027299977,-0.284770054,0
-0.356363138,-0.05374739,-1.831574208,-0.502732198,1.531566792,2.151340245,-0.336659075,-0.86288487,-2.843244989,0
-0.376420721,-0.05374739,-0.233581302,-0.534731348,-0.936988095,1.31345947,0.268426361,0.006247008,-0.443845873,0
-0.349677277,-0.05374739,-0.087582795,0.644301895,-1.085077291,0.583329314,0.464730357,1.02420415,-0.931230725,0
-0.36973486,-0.05374739,-1.533143965,-0.105202722,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.356363138,-0.05374739,-0.211814961,-0.452135384,0.867663515,1.551542524,0.352726499,-0.146856184,-2.793268431,0
-0.349677277,-0.05374739,-0.28197714,-0.655896773,0.153351739,-0.04789444,-1.584012357,2.11794978,-0.897545651,0
-0.924661333,-0.05374739,-1.378806815,1.312490204,-0.31151793,-1.141974797,1.11676704,-0.414480693,0.870542933,0
-0.342991416,-0.05374739,-0.099523204,3.094630507,0.593879993,0.429672379,-0.355567366,-0.601738067,-0.050757956,0
-0.342991416,-0.05374739,-0.303474085,-0.626844003,-0.847251901,-1.015567078,0.302576028,-0.338085515,2.130466321,0
-0.342991416,-0.05374739,-0.049642883,-0.51179484,0.630609769,-1.252244405,1.293310829,-1.091873428,0.435088823,0
-0.336305555,-0.05374739,-1.485354268,-0.533343116,0.386853559,-1.404793052,-0.241311099,0.278118424,0.945489274,0
-0.336305555,-0.05374739,-0.053483176,-0.494851916,-0.009836236,-0.013354404,0.1233596,-0.749419284,0.669153112,0
-0.336305555,-0.05374739,-0.356641877,-0.444023142,0.468015437,-0.027167688,-0.190814238,0.303417982,-0.526320901,0
-0.342991416,-0.05374739,0.801109139,0.43552623,1.376261952,0.899784865,-0.618534899,-0.659176206,-1.271725777,0
-0.42990761,-0.05374739,0.406929726,-0.51567611,-0.827300571,0.644476326,1.447395014,-0.792685243,-0.189185409,0
-0.336305555,-0.05374739,0.104607275,-0.450137993,0.434100073,0.779574804,-0.172480449,-1.356390032,0.361843052,0
-0.336305555,-0.05374739,0.17190151,-0.05939175,-1.218081372,-2.245058321,-0.418036374,2.362145567,1.579984826,0
-0.336305555,-0.05374739,1.301601686,-0.35173211,1.021105269,0.293509091,0.446834083,-1.081252069,-0.774878247,0
-0.336305555,-0.05374739,-0.087582795,0.644301895,0.500130655,-1.494649146,-0.072879265,-1.802898794,3.068771597,0
-0.336305555,-0.05374739,-0.553857863,-0.355642992,-0.706382814,0.908290918,0.821770101,-2.089646337,1.562838421,0
-0.336305555,-0.05374739,-0.55385646,-0.355645107,-0.706382814,0.908290918,0.821770101,-2.089646337,1.562838421,0
-0.456651055,-0.05374739,0.163099844,-0.667669606,-1.284770858,-1.103304365,-0.411045827,1.095332203,1.84080313,0
-0.336305555,-0.05374739,-1.975170603,-0.670353005,0.654182719,0.816421335,-0.481608477,-1.239643978,0.117476745,0
-0.329619694,-0.05374739,-0.708239912,0.396435037,2.11403868,-1.08527941,-0.464000392,-1.157864245,0.319789282,0
-0.356363138,-0.05374739,0.791096594,0.7385459,1.454606768,1.222715012,-0.372754601,-0.626697157,-1.923387616,0
-0.329619694,-0.05374739,-0.616502214,-0.653056148,0.288069318,-0.732512133,0.52523125,-0.245366014,0.162295005,0
-0.336305555,-0.05374739,-0.068284513,-0.500194743,-0.563558314,2.532271342,-0.542430847,-0.720081405,-0.470618408,0
-0.496766222,-0.05374739,-0.299562233,2.891997189,-1.268355305,0.402832747,0.255071102,0.48594898,0.340699695,0
-0.329619694,-0.05374739,-0.126055887,2.954852613,0.268003744,-0.436517624,0.31556693,-0.362962814,0.261909555,0
-0.329619694,-0.05374739,0.409132598,1.363843531,2.77736237,-1.413602761,0.456499179,-1.599553525,-0.41200341,0
-0.329619694,-0.05374739,2.570679124,0.083393865,-0.248853872,0.231927693,1.232507077,-0.30834216,-0.763106642,0
-0.342991416,-0.05374739,-0.888963822,-0.62346543,1.730242087,0.099578763,0.680260901,-1.889733039,-0.665979717,0
-0.322933833,-0.05374739,-0.141323053,3.184448947,-0.013682906,1.197440076,-0.384513641,-0.906226305,0.222913891,0
-0.322933833,-0.05374739,-0.154244231,-0.559110377,0.836064386,-0.182091789,0.983906845,-0.860272878,-0.789179726,0
-0.322933833,-0.05374739,1.615524995,3.213434737,-0.150345099,0.909112003,-0.454470096,0.848735425,-1.325557413,0
-0.322933833,-0.05374739,-0.310100942,-0.500196858,-0.280213316,0.741356706,0.085534058,0.480600319,-1.045983228,0
-0.322933833,-0.05374739,-1.706831312,-0.647800041,-0.580087751,-0.074756221,-0.126847387,0.963586276,-0.158438075,0
-0.322933833,-0.05374739,-1.288301042,-0.534015728,-0.335823272,0.280531288,-0.067187502,-1.469461076,1.88250653,0
-0.329619694,-0.05374739,0.5341042,-0.683834161,-1.859246004,-0.048870584,0.02858977,0.097696175,2.041675927,0
-0.316247971,-0.05374739,0.38708283,-0.265790005,-1.586117671,1.796940515,1.447782642,-0.331566279,-1.004612467,0
-0.389792444,-0.05374739,-1.745183737,-0.453862743,-2.544089434,-2.124412728,2.055693246,1.798787307,1.22471524,0
-0.316247971,-0.05374739,0.147055358,0.913236188,0.897792777,0.356336116,-0.30040371,0.164899565,-1.379612051,0
-0.316247971,-0.05374739,0.319927502,-0.480321653,-0.741542625,1.172794938,0.661452993,-0.456905525,-0.40975365,0
-0.316247971,-0.05374739,-1.969970702,-0.567174676,1.473624622,0.712167418,-0.041862641,-1.336918181,-0.988461303,0
-0.316247971,-0.05374739,0.426404799,-0.633403033,-0.836243062,-0.434748667,-0.294026788,-0.069156939,1.817400049,0
-0.376420721,-0.05374739,0.326429482,-0.645420516,-0.171416949,-1.314876753,1.402214711,-0.891175451,1.300269555,0
-0.30956211,-0.05374739,1.28413305,-0.4332275,1.124452685,0.697137761,-0.227341139,-0.559492664,-1.134426262,0
-0.30956211,-0.05374739,0.110016238,2.84028993,0.78335595,-0.748539054,0.730907375,-0.329162322,-0.519980921,0
-0.30956211,-0.05374739,0.365734614,-0.301623892,0.830001699,0.54758842,-0.233084055,-2.116539915,1.143480823,0
-0.322933833,-0.05374739,0.049313781,-0.176414332,-1.024295006,2.65005558,-0.457467932,-1.086971477,0.108977693,0
-0.30956211,-0.05374739,-1.912036568,-0.647336827,0.608408507,-0.251293722,1.755953306,-1.128732951,-0.918016823,0
-0.302876249,-0.05374739,-0.379133623,-0.509859493,-1.080034946,0.490617109,0.883386764,-0.517005535,0.54070027,0
-0.302876249,-0.05374739,-0.506950718,-0.299139315,-1.596924083,5.536602343,-1.540933715,-0.380589595,-2.03335451,0
-0.302876249,-0.05374739,0.068938987,-0.553913494,0.660795506,-1.671741343,-0.562351723,-0.781170145,2.253725975,0
-0.302876249,-0.05374739,-0.291090296,-0.552678961,1.437321736,2.316031938,1.065888714,-3.572770088,-1.230536247,0
-0.302876249,-0.05374739,-1.770918054,-0.673693506,-1.131802056,1.81737012,0.123634457,0.449223362,-1.210806822,0
