GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName,FileType,S_0,S_1,S_2,S_3,S_4,max_pos,max_val,index
{43506835-18B8-46B2-A2CB-586AF9C8ECE6},2018/5/26,it was about two inches long and flew really slow. The neighbor seen one later that year also who lives about a mile and half away. Only one I've ever seen and I took pictures because it was so huge.,Negative ID,This is a native sawfly,2020/5/3,48.152056,-117.260089,ATT100_inbound241937372812029587.jpg,image/jpg,1.7841155529022217,-3.709459066390991,0.029581546783447266,10.261916160583496,-7.28151798248291,3,10.261916160583496,10
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019/7/10,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/3,46.579221,-119.005588,ATT101_Hornet 1.jpg,image/jpg,-3.635031223297119,-3.133741855621338,4.075753688812256,0.8074557781219482,2.437821865081787,2,4.075753688812256,21
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019/7/10,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/3,46.579221,-119.005588,ATT102_Hornet 2.jpg,image/jpg,-3.0603582859039307,-0.3622307777404785,-1.5543280839920044,4.91971492767334,0.6781987547874451,3,4.91971492767334,32
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019/7/10,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/3,46.579221,-119.005588,ATT103_Hornet 4.jpg,image/jpg,-6.015107154846191,0.6324734091758728,-2.4736809730529785,5.077046871185303,3.0437684059143066,3,5.077046871185303,43
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019/7/10,We found this guy eating our rhubarb plant last year. It was the biggest stinging insect I have ever seen. I looked it up and they said it was an Asian Hornet and it was harvesting my rhubarb leaves as nest building material. We took pictures so I could,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/3,46.579221,-119.005588,ATT104_Hornet 6.jpg,image/jpg,-1.295266032218933,-3.693124294281006,1.524827480316162,0.7697114944458008,3.4904944896698,4,3.4904944896698,52
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT105_2019-08-18 17.39.29.jpg,image/jpg,-10.527867317199707,-6.237833023071289,7.238214015960693,13.247257232666016,-3.0985000133514404,3,13.247257232666016,63
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT106_2019-08-18 17.39.34.jpg,image/jpg,-8.54554557800293,-7.28648042678833,5.051728248596191,12.047566413879395,-0.5826911330223083,3,12.047566413879395,73
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT107_2019-08-18 18.19.20.jpg,image/jpg,-15.190912246704102,-3.701317310333252,7.034219741821289,12.557491302490234,0.0023556947708129883,3,12.557491302490234,84
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT108_2019-08-18 18.19.22.jpg,image/jpg,-16.341392517089844,-2.5224621295928955,9.354921340942383,9.923513412475586,0.18181473016738892,3,9.923513412475586,93
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT109_2019-08-18 18.19.30.jpg,image/jpg,-14.616716384887695,-5.107517242431641,8.846000671386719,11.981523513793945,-0.5357373952865601,3,11.981523513793945,104
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT110_2019-08-18 18.19.46.jpg,image/jpg,-15.15173053741455,-1.1549909114837646,8.343512535095215,9.427019119262695,-0.857346773147583,3,9.427019119262695,116
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019/8/19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",Negative ID,"This is a native insect, Sphex ichneunoneus.",2020/5/3,47.756278,-122.216833,ATT111_2019-08-18 18.19.49.jpg,image/jpg,-15.158397674560547,-6.592924118041992,6.52325439453125,14.517892837524414,1.5052157640457153,3,14.517892837524414,127
{501AF29E-0ED2-42A0-92FE-955FF7176A55},2020/5/3,"My picture is not doing justice to the size of the creature we came across. It was over an inch long. It did not appear to be dead, but was also not attempting to fly. It kind of looked like it was stuck in the mud? It is a breezy, cool day.",Negative ID,This is a native elm sawfly.,2020/5/3,47.67176,-122.30735,ATT112_3D8809E5-D8D3-40D1-A8A9-B5C48A08BF46.jpg,image/jpg,-9.619590759277344,-8.476131439208984,-2.1479716300964355,9.7374906539917,10.613424301147461,4,10.613424301147461,138
{27256930-CEDE-4321-8C26-16ED0744E6C1},2019/8/25, ,Negative ID,This is a sawfly - Urocerus gigas. Sawflies are non-venomous and cannot sting,2020/5/3,46.212198,-119.293372,ATT113_8423E25F-54E8-4148-9E6F-6444C16F71C3.jpg,image/jpg,-1.0616533756256104,-4.888897895812988,-6.793998718261719,18.031051635742188,-4.769094944000244,3,18.031051635742188,149
{CA722DB4-2D93-4CD0-A319-A42E784CC3C0},2020/4/17,This was definitely an Asian hornet.  It was inside our cabin and we trapped it in a glass to get it out - tried our best to get a picture as it was so inordinately huge and scary looking.  We hadn’t realized what it was at the time or we would have do,Negative ID,"This is a native bumblebee, Bombus vosnesenskii.",2020/5/3,47.781506,-122.686947,ATT114_4C7F51E5-62D1-435A-A52C-39BD7FC74B13.jpg,image/jpg,3.6781368255615234,-2.0353636741638184,0.03199112415313721,3.9342103004455566,-5.183282375335693,3,3.9342103004455566,160
{7F602342-F6C3-4F09-853F-0B5D5376BD51},2020/5/3,Very large hornet on the bike paths at SeaTac park.,Negative ID,This beauty is a Cimbex sawfly!  ,2020/5/3,47.479726,-122.30849,ATT115_7FE1C6E2-5BB2-4C44-ABC3-DC4548909B3A.jpg,image/jpg,-10.775644302368164,-8.505603790283203,1.5531649589538574,13.025617599487305,4.960151672363281,3,13.025617599487305,170
{E34CEBC2-EC54-4D75-8B7E-489D54B3BFD8},2020/4/26,This was killed. Its huge,Negative ID,This was a beautiful bumble bee,2020/5/3,45.63221,-122.67156,ATT116_20200426_161253.jpg,image/jpg,-2.7245051860809326,-1.146308183670044,6.673951148986816,5.514791011810303,-7.164891719818115,2,6.673951148986816,181
{E34CEBC2-EC54-4D75-8B7E-489D54B3BFD8},2020/4/26,This was killed. Its huge,Negative ID,This was a beautiful bumble bee,2020/5/3,45.63221,-122.67156,ATT117_20200426_161305.jpg,image/jpg,-3.940849781036377,-5.35640287399292,5.905622482299805,7.81602668762207,-3.748276472091675,3,7.81602668762207,190
{C0B9DDF7-4394-4170-8056-E072CFE7986A},2019/7/28,I killed this last July and took pictures because I’d never seen anything like it. I have 2 pictures,Negative ID,"This is a species of Sphecius, known commonly as cicada killer wasps",2020/5/3,47.315424,-119.545603,ATT118_FDD7FD66-B528-45E4-A64B-08FF1725BA23.jpg,image/jpg,-1.2760192155838013,-9.850080490112305,-8.351089477539062,11.182977676391602,8.978886604309082,3,11.182977676391602,201
{C0B9DDF7-4394-4170-8056-E072CFE7986A},2019/7/28,I killed this last July and took pictures because I’d never seen anything like it. I have 2 pictures,Negative ID,"This is a species of Sphecius, known commonly as cicada killer wasps",2020/5/3,47.315424,-119.545603,ATT119_DEEA4F59-A126-47D4-A3C8-A9EEA112422A.jpg,image/jpg,6.783064365386963,-14.617366790771484,-6.10317850112915,16.818374633789062,-2.5897715091705322,3,16.818374633789062,212
{917739A8-89D2-47CB-9642-3F0EAB046F32},2020/5/3,We saw this hanging out on our shed.  We think it might be a yellow jacket but it was abnormally large.  Since we're not insect experts we decided to send it in just in case.,Negative ID,This is indeed a yellow jacket. The queens can be quite large.,2020/5/3,47.076417,-122.312839,ATT120_inbound5999811371460888354.jpg,image/jpg,-5.805985450744629,-9.494150161743164,11.88783073425293,-2.2279794216156006,6.183714389801025,2,11.88783073425293,224
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020/5/3,"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar",Negative ID,You've got a bumble bee there.,2020/5/3,46.73241,-117.15917,ATT121_Close Up.jpg,image/jpg,0.2341521829366684,-4.4177656173706055,7.996984958648682,6.523786544799805,-9.828666687011719,2,7.996984958648682,235
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020/5/3,"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar",Negative ID,You've got a bumble bee there.,2020/5/3,46.73241,-117.15917,ATT122_Close Up 2.jpg,image/jpg,1.6449923515319824,-2.8490352630615234,11.700271606445312,3.251798629760742,-13.423450469970703,2,11.700271606445312,246
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020/5/3,"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar",Negative ID,You've got a bumble bee there.,2020/5/3,46.73241,-117.15917,ATT123_Medium Shot.jpg,image/jpg,-2.2233197689056396,-5.725801467895508,12.032176971435547,4.333507061004639,-7.8634233474731445,2,12.032176971435547,257
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020/5/3,"On Friday, May 1st, a sighting was made of a bee that was abnormally large in size. When it was discovered, it had an exceptionally long black stinger, ranging from half an inch to one inch. It was first believed to be a really large bumble bee, until ar",Negative ID,You've got a bumble bee there.,2020/5/3,46.73241,-117.15917,ATT124_Wide Shot.jpg,image/jpg,-1.0626168251037598,-4.100620746612549,5.581398010253906,4.384969711303711,-4.046970367431641,2,5.581398010253906,267
{FB0AC521-2EE6-47B8-9021-BA8341BDD4B1},2017/1/20,On my grandson’s flip flop.  About 2” long.,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,46.99185,-119.98396,ATT125_D8E278CD-848E-45C1-814D-D153A89DB157.jpg,image/jpg,-9.470964431762695,-7.234740257263184,0.9779272079467773,12.433589935302734,3.9643027782440186,3,12.433589935302734,276
{FB0AC521-2EE6-47B8-9021-BA8341BDD4B1},2017/1/20,On my grandson’s flip flop.  About 2” long.,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,46.99185,-119.98396,ATT126_454FC17B-F6AF-48AC-80FA-7C89B7C0658E.jpg,image/jpg,-6.966638565063477,-5.2584919929504395,-1.9526399374008179,12.912151336669922,2.079517364501953,3,12.912151336669922,287
{FB0AC521-2EE6-47B8-9021-BA8341BDD4B1},2017/1/20,On my grandson’s flip flop.  About 2” long.,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,46.99185,-119.98396,ATT127_E3878E6E-1D05-490C-98CF-2069BA8DD3DF.jpg,image/jpg,-5.40704345703125,-5.941927909851074,3.320844888687134,11.68212890625,-2.7802236080169678,3,11.68212890625,297
{E037BAA7-EBE8-4789-83DA-E1415236D544},2020/5/4,"Found on our deck.  It was striking because it was so large.  Also the wings seemed unusual, sticking more out from the body instead of following the contour of the body.  It was alive, but struggling.  The head was also more orange than the typical yell",Negative ID,This is a native elm sawfly.,2020/5/4,47.635912,-122.702612,ATT128_LARGE HORNET -- ASIAN.jpg,image/jpg,2.9386167526245117,-7.448789596557617,-0.10835349559783936,8.535547256469727,-3.0311689376831055,3,8.535547256469727,308
{E037BAA7-EBE8-4789-83DA-E1415236D544},2020/5/4,"Found on our deck.  It was striking because it was so large.  Also the wings seemed unusual, sticking more out from the body instead of following the contour of the body.  It was alive, but struggling.  The head was also more orange than the typical yell",Negative ID,This is a native elm sawfly.,2020/5/4,47.635912,-122.702612,ATT129_HORNET IN JAR.jpg,image/jpg,-1.0031896829605103,-1.3849283456802368,-8.391504287719727,9.796270370483398,0.9210644960403442,3,9.796270370483398,319
{0972B5CA-6F24-4E24-B5CD-FAFEFBFC4839},2020/5/4,Damn near 2in long and thick,Negative ID,This is a native sawfly.,2020/5/4,48.112992,-122.060976,ATT130_IMG_20200503_193640_177.jpg,image/jpg,-8.331975936889648,-13.520918846130371,-2.339905023574829,14.527608871459961,9.833765983581543,3,14.527608871459961,331
{34D43EB4-6B65-4F65-81E1-56B45BC71A1E},2018/7/15,There was 1 maybe 2 large bees (?) in among numerous other normal size bees  at a boat ramp in central ferry.  I don’t think it’s what you’re looking for but here is a pic,Negative ID,"This a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,46.621715,-117.798804,ATT131_83D78414-3E70-450B-AE2B-A6A038E9ED37.jpg,image/jpg,-4.343767166137695,-11.876047134399414,-1.806100606918335,7.039741516113281,11.276905059814453,4,11.276905059814453,342
{594772B5-C384-4EEA-B44A-FC1E00D98A3E},2019/7/11, ,Negative ID,"This is a species of Sphecius, commonly known as the cicada killer wasps",2020/5/4,46.417813,-117.033198,ATT132_20190711_153146.jpg,image/jpg,-7.93705415725708,-9.322487831115723,-2.1391115188598633,9.871060371398926,9.780077934265137,3,9.871060371398926,353
{3488FC7A-3008-4961-87E5-4740124987B3},2020/5/1,"1.5-in yellow/black giant striped bug seen in my yard in Mountlake Terrace, WA. I hadn't heard of the Asian giant hornets when I saw this but took a picture because it was such a surreal-looking bug. I have also reported this through the WISC app. The ph",Negative ID,"This is a native sawfly, Cimbes americana or Cimbex pacifica.",2020/5/4,47.798705,-122.288636,ATT133_IMG_20200503_171925.jpg,image/jpg,-8.747404098510742,-6.595707893371582,1.8571736812591553,10.487215042114258,3.3553762435913086,3,10.487215042114258,364
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019/8/1,I saved my photo in my phone and tried looking it up to see what kind of bee it was but didn’t find any information on it. Can you let me know if it’s the Asian bee?I also have more pictures showing it’s size. I have one next to a quarter so you ca,Negative ID,"This is a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,45.586842,-122.300349,ATT134_C5573D43-7AE7-41C8-A321-CC449484806B.png,image/png,-2.688340663909912,-1.5287702083587646,-0.9751014709472656,6.513424873352051,-0.838189423084259,3,6.513424873352051,374
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019/8/1,I saved my photo in my phone and tried looking it up to see what kind of bee it was but didn’t find any information on it. Can you let me know if it’s the Asian bee?I also have more pictures showing it’s size. I have one next to a quarter so you ca,Negative ID,"This is a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,45.586842,-122.300349,ATT135_36B1FE71-758F-4FC6-BF55-44B00233B5EB.png,image/png,-10.421209335327148,-1.801538348197937,5.230247974395752,7.7742390632629395,0.11748677492141724,3,7.7742390632629395,385
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019/8/1,I saved my photo in my phone and tried looking it up to see what kind of bee it was but didn’t find any information on it. Can you let me know if it’s the Asian bee?I also have more pictures showing it’s size. I have one next to a quarter so you ca,Negative ID,"This is a species of Sphecius, commonly known as cicada killer wasps",2020/5/4,45.586842,-122.300349,ATT136_90CDFD8E-DC18-4DA3-A3C4-7F523755CDFD.jpg,image/jpg,1.2509090900421143,-4.1739182472229,-4.9251885414123535,8.910398483276367,-0.46112966537475586,3,8.910398483276367,396
{92E31DB0-053B-4E16-B782-864287389C1F},2020/5/4,I believe I have the hernet's nest.  I saw them flying around my yard last summer.  What should I do?,Negative ID,This is the nest of a different native species.,2020/5/4,47.598319,-122.318173,ATT137_IMG_1120.jpg,image/jpg,2.590137243270874,-1.0977610349655151,6.293151378631592,0.5950067043304443,-7.930972099304199,2,6.293151378631592,405
{92E31DB0-053B-4E16-B782-864287389C1F},2020/5/4,I believe I have the hernet's nest.  I saw them flying around my yard last summer.  What should I do?,Negative ID,This is the nest of a different native species.,2020/5/4,47.598319,-122.318173,ATT138_IMG_1121.jpg,image/jpg,4.806804656982422,0.600311279296875,4.99541711807251,0.05142214894294739,-9.930408477783203,2,4.99541711807251,416
{23DD2DDB-DAE3-4163-8BAD-4BA91CA0BFE0},2020/5/4,"Found this bee in the living room, hovering and banging into the living room light. It was killed by blead water spray.",Negative ID,"That looks like a syrphid fly, bee mimic.",2020/5/4,47.662247,-117.287249,ATT139_61025789938--7085419E-E5C8-49F2-8F06-4C53356E51FE.jpg,image/jpg,1.2347378730773926,-4.67021369934082,1.8144886493682861,6.943090438842773,-4.694505214691162,3,6.943090438842773,427
{839AB8A0-B647-4FD1-80FA-91FF73DB0119},2019/5/9,"We are unsure this was an Asian Hornet, but it was certainly unlike anything we had seen before...or since. Here is a link to the original Facebook post. ( ",Negative ID,This beauty is a Cimbex sawfly!  ,2020/5/4,47.203856,-124.200461,ATT140_64A89079-F3AA-43A8-921F-006DA2D3D4C8.jpg,image/jpg,-1.3130614757537842,-3.2895889282226562,-6.602377891540527,10.418516159057617,1.2006981372833252,3,10.418516159057617,438
{5886B650-5ED3-4BF3-A1C2-E1438CC99ADE},2020/5/2,Found it dead in pool filter,Negative ID,That's a bumble bee.,2020/5/4,45.65161,-121.954251,ATT141_A9E3E3DB-F38D-4B1E-AC08-BE55795B030D.jpg,image/jpg,4.05751895904541,-7.182950973510742,5.682504653930664,5.0094451904296875,-6.973603248596191,2,5.682504653930664,449
{5886B650-5ED3-4BF3-A1C2-E1438CC99ADE},2020/5/2,Found it dead in pool filter,Negative ID,That's a bumble bee.,2020/5/4,45.65161,-121.954251,ATT142_6F3F672B-B70D-4E55-8700-CA902D67CDBC.jpg,image/jpg,4.05751895904541,-7.182950973510742,5.682504653930664,5.0094451904296875,-6.973603248596191,2,5.682504653930664,459
{2C0470B7-BF48-4EF5-AF7F-6D3975C62A7B},2020/5/4,We have them in the back yard,Negative ID,"The photo is hard to see, but they look like bumble bees!",2020/5/4,45.671347,-122.595696,ATT143_9FCD89FD-4A7B-4BB3-B5A1-96A407C50F1F.jpg,image/jpg,-8.468693733215332,-7.090981483459473,4.540400505065918,6.786418437957764,4.9421706199646,3,6.786418437957764,470
{B885FD0C-1A1A-419B-A20B-DDD5DFF41569},2020/4/6,It was in my raised garden bed and seemed slow moving until I killed it.  It was huge and angry.  Not sure why it was in my raised garden bed weeds.,Negative ID,This is a yellowjacket.,2020/5/4,48.278765,-122.647282,ATT144_9AF33686-8F13-4B10-A9B4-04064B48F131.jpg,image/jpg,-4.64304780960083,-9.566509246826172,7.0177001953125,-2.371551990509033,10.960405349731445,4,10.960405349731445,481
{0EE47243-22A1-4413-AFFC-F75118C8A256},2018/6/4,"This was found dead outside of our garage on the evening of June 4, 2018. Took pictures because it looked unlike anything we had seen before, but after a few months we threw it away.",Negative ID,This is a native elm sawfly.,2020/5/4,47.716728,-122.075062,ATT145_IMG_5767.jpg,image/jpg,-0.06098532676696777,-9.47750186920166,0.3734579086303711,3.6395692825317383,5.9441914558410645,4,5.9441914558410645,492
{0EE47243-22A1-4413-AFFC-F75118C8A256},2018/6/4,"This was found dead outside of our garage on the evening of June 4, 2018. Took pictures because it looked unlike anything we had seen before, but after a few months we threw it away.",Negative ID,This is a native elm sawfly.,2020/5/4,47.716728,-122.075062,ATT146_IMG_6803-1.jpg,image/jpg,-2.3647215366363525,-3.6791040897369385,3.2159032821655273,-0.6426393985748291,3.865143060684204,4,3.865143060684204,502
{0EE47243-22A1-4413-AFFC-F75118C8A256},2018/6/4,"This was found dead outside of our garage on the evening of June 4, 2018. Took pictures because it looked unlike anything we had seen before, but after a few months we threw it away.",Negative ID,This is a native elm sawfly.,2020/5/4,47.716728,-122.075062,ATT147_IMG_6804-1.jpg,image/jpg,-0.33467626571655273,-5.198422431945801,2.1048831939697266,4.48687219619751,-0.6670116186141968,3,4.48687219619751,513
{7F4C95F9-8F1E-4CE8-92AF-A933E22B51BD},2020/5/12,"Very large, dark body, bright face.",Unverified,It is very difficult to tell what insect is.,2020/5/12,48.054153,-122.156647,ATT148_IMG_20200512_104724.jpg,image/jpg,-0.39189302921295166,-2.3248844146728516,4.165645599365234,4.699339866638184,-5.319901943206787,3,4.699339866638184,524
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},2020/5/10,My neighbor captured a hornet in a plastic container and brought to me to discuss. I’ve attached picture. Neighbor still has the hornet if you want to collect and confirm identification.,Negative ID,"This is a native sawfly, with its cute, clubbed antennae.",2020/5/12,47.268189,-122.471635,ATT149_C513FE08-9729-49DB-85BC-4684F823F5B8.jpg,image/jpg,-0.383968710899353,-3.2196764945983887,-0.0842747688293457,7.5825605392456055,-3.1763062477111816,3,7.5825605392456055,535
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},2020/5/10,My neighbor captured a hornet in a plastic container and brought to me to discuss. I’ve attached picture. Neighbor still has the hornet if you want to collect and confirm identification.,Negative ID,"This is a native sawfly, with its cute, clubbed antennae.",2020/5/12,47.268189,-122.471635,ATT150_C69EA67F-1C87-4DFB-A0FD-E2B6F2AAA2B7.jpg,image/jpg,-0.383968710899353,-3.2196764945983887,-0.0842747688293457,7.5825605392456055,-3.1763062477111816,3,7.5825605392456055,547
